NAME,County,State,variable,estimate,Sex,Age,HI_Coverage
"Union County, Illinois",Union, Illinois,B27001_044,856,Female,35 to 44 years,Yes
"Union County, Illinois",Union, Illinois,B27001_045,170,Female,35 to 44 years,No
"Union County, Illinois",Union, Illinois,B27001_047,1053,Female,45 to 54 years,Yes
"Union County, Illinois",Union, Illinois,B27001_048,62,Female,45 to 54 years,No
"Union County, Illinois",Union, Illinois,B27001_050,1193,Female,55 to 64 years,Yes
"Union County, Illinois",Union, Illinois,B27001_051,76,Female,55 to 64 years,No
"Union County, Illinois",Union, Illinois,B27001_053,983,Female,65 to 74 years,Yes
"Union County, Illinois",Union, Illinois,B27001_054,3,Female,65 to 74 years,No
"Union County, Illinois",Union, Illinois,B27001_056,798,Female,75 years and over,Yes
"Union County, Illinois",Union, Illinois,B27001_057,15,Female,75 years and over,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_004,3037,Male,Under 6 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_005,48,Male,Under 6 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_007,6774,Male,6 to 18 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_008,240,Male,6 to 18 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_010,2288,Male,19 to 25 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_011,615,Male,19 to 25 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_013,3035,Male,26 to 34 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_014,657,Male,26 to 34 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_016,3683,Male,35 to 44 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_017,530,Male,35 to 44 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_019,3983,Male,45 to 54 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_020,501,Male,45 to 54 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_022,4815,Male,55 to 64 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_023,311,Male,55 to 64 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_025,3664,Male,65 to 74 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_026,18,Male,65 to 74 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_028,2450,Male,75 years and over,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_029,8,Male,75 years and over,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_032,2955,Female,Under 6 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_033,121,Female,Under 6 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_035,6291,Female,6 to 18 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_036,290,Female,6 to 18 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_038,2527,Female,19 to 25 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_039,292,Female,19 to 25 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_041,3931,Female,26 to 34 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_042,283,Female,26 to 34 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_044,4065,Female,35 to 44 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_045,174,Female,35 to 44 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_047,4705,Female,45 to 54 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_048,268,Female,45 to 54 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_050,5261,Female,55 to 64 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_051,273,Female,55 to 64 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_053,4238,Female,65 to 74 years,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_054,18,Female,65 to 74 years,No
"Vermilion County, Illinois",Vermilion, Illinois,B27001_056,3467,Female,75 years and over,Yes
"Vermilion County, Illinois",Vermilion, Illinois,B27001_057,9,Female,75 years and over,No
"Wabash County, Illinois",Wabash, Illinois,B27001_004,467,Male,Under 6 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_005,14,Male,Under 6 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_007,872,Male,6 to 18 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_008,14,Male,6 to 18 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_010,325,Male,19 to 25 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_011,76,Male,19 to 25 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_013,540,Male,26 to 34 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_014,104,Male,26 to 34 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_016,599,Male,35 to 44 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_017,38,Male,35 to 44 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_019,626,Male,45 to 54 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_020,101,Male,45 to 54 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_022,834,Male,55 to 64 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_023,24,Male,55 to 64 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_025,580,Male,65 to 74 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_026,1,Male,65 to 74 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_028,421,Male,75 years and over,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_029,0,Male,75 years and over,No
"Wabash County, Illinois",Wabash, Illinois,B27001_032,383,Female,Under 6 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_033,16,Female,Under 6 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_035,850,Female,6 to 18 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_036,39,Female,6 to 18 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_038,419,Female,19 to 25 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_039,20,Female,19 to 25 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_041,551,Female,26 to 34 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_042,52,Female,26 to 34 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_044,611,Female,35 to 44 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_045,50,Female,35 to 44 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_047,651,Female,45 to 54 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_048,89,Female,45 to 54 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_050,832,Female,55 to 64 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_051,78,Female,55 to 64 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_053,584,Female,65 to 74 years,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_054,0,Female,65 to 74 years,No
"Wabash County, Illinois",Wabash, Illinois,B27001_056,633,Female,75 years and over,Yes
"Wabash County, Illinois",Wabash, Illinois,B27001_057,0,Female,75 years and over,No
"Warren County, Illinois",Warren, Illinois,B27001_004,531,Male,Under 6 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_005,0,Male,Under 6 years,No
"Warren County, Illinois",Warren, Illinois,B27001_007,1462,Male,6 to 18 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_008,0,Male,6 to 18 years,No
"Warren County, Illinois",Warren, Illinois,B27001_010,1007,Male,19 to 25 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_011,53,Male,19 to 25 years,No
"Warren County, Illinois",Warren, Illinois,B27001_013,677,Male,26 to 34 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_014,65,Male,26 to 34 years,No
"Warren County, Illinois",Warren, Illinois,B27001_016,952,Male,35 to 44 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_017,78,Male,35 to 44 years,No
"Warren County, Illinois",Warren, Illinois,B27001_019,944,Male,45 to 54 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_020,21,Male,45 to 54 years,No
"Warren County, Illinois",Warren, Illinois,B27001_022,1012,Male,55 to 64 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_023,112,Male,55 to 64 years,No
"Warren County, Illinois",Warren, Illinois,B27001_025,807,Male,65 to 74 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_026,0,Male,65 to 74 years,No
"Warren County, Illinois",Warren, Illinois,B27001_028,558,Male,75 years and over,Yes
"Warren County, Illinois",Warren, Illinois,B27001_029,0,Male,75 years and over,No
"Warren County, Illinois",Warren, Illinois,B27001_032,642,Female,Under 6 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_033,50,Female,Under 6 years,No
"Warren County, Illinois",Warren, Illinois,B27001_035,1445,Female,6 to 18 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_036,3,Female,6 to 18 years,No
"Warren County, Illinois",Warren, Illinois,B27001_038,990,Female,19 to 25 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_039,31,Female,19 to 25 years,No
"Warren County, Illinois",Warren, Illinois,B27001_041,779,Female,26 to 34 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_042,31,Female,26 to 34 years,No
"Warren County, Illinois",Warren, Illinois,B27001_044,1000,Female,35 to 44 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_045,14,Female,35 to 44 years,No
"Warren County, Illinois",Warren, Illinois,B27001_047,920,Female,45 to 54 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_048,85,Female,45 to 54 years,No
"Warren County, Illinois",Warren, Illinois,B27001_050,1161,Female,55 to 64 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_051,31,Female,55 to 64 years,No
"Warren County, Illinois",Warren, Illinois,B27001_053,893,Female,65 to 74 years,Yes
"Warren County, Illinois",Warren, Illinois,B27001_054,0,Female,65 to 74 years,No
"Warren County, Illinois",Warren, Illinois,B27001_056,786,Female,75 years and over,Yes
"Warren County, Illinois",Warren, Illinois,B27001_057,3,Female,75 years and over,No
"Washington County, Illinois",Washington, Illinois,B27001_004,495,Male,Under 6 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_005,6,Male,Under 6 years,No
"Washington County, Illinois",Washington, Illinois,B27001_007,1092,Male,6 to 18 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_008,5,Male,6 to 18 years,No
"Washington County, Illinois",Washington, Illinois,B27001_010,412,Male,19 to 25 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_011,64,Male,19 to 25 years,No
"Washington County, Illinois",Washington, Illinois,B27001_013,707,Male,26 to 34 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_014,57,Male,26 to 34 years,No
"Washington County, Illinois",Washington, Illinois,B27001_016,789,Male,35 to 44 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_017,55,Male,35 to 44 years,No
"Washington County, Illinois",Washington, Illinois,B27001_019,952,Male,45 to 54 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_020,24,Male,45 to 54 years,No
"Washington County, Illinois",Washington, Illinois,B27001_022,1083,Male,55 to 64 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_023,46,Male,55 to 64 years,No
"Washington County, Illinois",Washington, Illinois,B27001_025,670,Male,65 to 74 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_026,28,Male,65 to 74 years,No
"Washington County, Illinois",Washington, Illinois,B27001_028,511,Male,75 years and over,Yes
"Washington County, Illinois",Washington, Illinois,B27001_029,3,Male,75 years and over,No
"Washington County, Illinois",Washington, Illinois,B27001_032,480,Female,Under 6 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_033,6,Female,Under 6 years,No
"Washington County, Illinois",Washington, Illinois,B27001_035,1023,Female,6 to 18 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_036,21,Female,6 to 18 years,No
"Washington County, Illinois",Washington, Illinois,B27001_038,392,Female,19 to 25 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_039,80,Female,19 to 25 years,No
"Washington County, Illinois",Washington, Illinois,B27001_041,728,Female,26 to 34 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_042,10,Female,26 to 34 years,No
"Washington County, Illinois",Washington, Illinois,B27001_044,777,Female,35 to 44 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_045,34,Female,35 to 44 years,No
"Washington County, Illinois",Washington, Illinois,B27001_047,914,Female,45 to 54 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_048,36,Female,45 to 54 years,No
"Washington County, Illinois",Washington, Illinois,B27001_050,1041,Female,55 to 64 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_051,21,Female,55 to 64 years,No
"Washington County, Illinois",Washington, Illinois,B27001_053,703,Female,65 to 74 years,Yes
"Washington County, Illinois",Washington, Illinois,B27001_054,1,Female,65 to 74 years,No
"Washington County, Illinois",Washington, Illinois,B27001_056,683,Female,75 years and over,Yes
"Washington County, Illinois",Washington, Illinois,B27001_057,2,Female,75 years and over,No
"Wayne County, Illinois",Wayne, Illinois,B27001_004,483,Male,Under 6 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_005,119,Male,Under 6 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_007,1293,Male,6 to 18 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_008,78,Male,6 to 18 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_010,490,Male,19 to 25 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_011,108,Male,19 to 25 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_013,747,Male,26 to 34 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_014,121,Male,26 to 34 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_016,777,Male,35 to 44 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_017,119,Male,35 to 44 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_019,947,Male,45 to 54 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_020,78,Male,45 to 54 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_022,1126,Male,55 to 64 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_023,69,Male,55 to 64 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_025,892,Male,65 to 74 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_026,10,Male,65 to 74 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_028,660,Male,75 years and over,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_029,0,Male,75 years and over,No
"Wayne County, Illinois",Wayne, Illinois,B27001_032,509,Female,Under 6 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_033,106,Female,Under 6 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_035,1250,Female,6 to 18 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_036,75,Female,6 to 18 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_038,525,Female,19 to 25 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_039,52,Female,19 to 25 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_041,692,Female,26 to 34 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_042,112,Female,26 to 34 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_044,864,Female,35 to 44 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_045,65,Female,35 to 44 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_047,1002,Female,45 to 54 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_048,52,Female,45 to 54 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_050,1099,Female,55 to 64 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_051,72,Female,55 to 64 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_053,955,Female,65 to 74 years,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_054,7,Female,65 to 74 years,No
"Wayne County, Illinois",Wayne, Illinois,B27001_056,881,Female,75 years and over,Yes
"Wayne County, Illinois",Wayne, Illinois,B27001_057,0,Female,75 years and over,No
"White County, Illinois",White, Illinois,B27001_004,495,Male,Under 6 years,Yes
"White County, Illinois",White, Illinois,B27001_005,17,Male,Under 6 years,No
"White County, Illinois",White, Illinois,B27001_007,1079,Male,6 to 18 years,Yes
"White County, Illinois",White, Illinois,B27001_008,30,Male,6 to 18 years,No
"White County, Illinois",White, Illinois,B27001_010,359,Male,19 to 25 years,Yes
"White County, Illinois",White, Illinois,B27001_011,97,Male,19 to 25 years,No
"White County, Illinois",White, Illinois,B27001_013,652,Male,26 to 34 years,Yes
"White County, Illinois",White, Illinois,B27001_014,66,Male,26 to 34 years,No
"White County, Illinois",White, Illinois,B27001_016,620,Male,35 to 44 years,Yes
"White County, Illinois",White, Illinois,B27001_017,130,Male,35 to 44 years,No
"White County, Illinois",White, Illinois,B27001_019,822,Male,45 to 54 years,Yes
"White County, Illinois",White, Illinois,B27001_020,65,Male,45 to 54 years,No
"White County, Illinois",White, Illinois,B27001_022,974,Male,55 to 64 years,Yes
"White County, Illinois",White, Illinois,B27001_023,11,Male,55 to 64 years,No
"White County, Illinois",White, Illinois,B27001_025,701,Male,65 to 74 years,Yes
"White County, Illinois",White, Illinois,B27001_026,0,Male,65 to 74 years,No
"White County, Illinois",White, Illinois,B27001_028,542,Male,75 years and over,Yes
"White County, Illinois",White, Illinois,B27001_029,1,Male,75 years and over,No
"White County, Illinois",White, Illinois,B27001_032,436,Female,Under 6 years,Yes
"White County, Illinois",White, Illinois,B27001_033,24,Female,Under 6 years,No
"White County, Illinois",White, Illinois,B27001_035,1078,Female,6 to 18 years,Yes
"White County, Illinois",White, Illinois,B27001_036,19,Female,6 to 18 years,No
"White County, Illinois",White, Illinois,B27001_038,431,Female,19 to 25 years,Yes
"White County, Illinois",White, Illinois,B27001_039,80,Female,19 to 25 years,No
"White County, Illinois",White, Illinois,B27001_041,656,Female,26 to 34 years,Yes
"White County, Illinois",White, Illinois,B27001_042,31,Female,26 to 34 years,No
"White County, Illinois",White, Illinois,B27001_044,659,Female,35 to 44 years,Yes
"White County, Illinois",White, Illinois,B27001_045,93,Female,35 to 44 years,No
