GEOID,NAME,variable,estimate,moe,Sex,Age,HI_coverage
60629,ZCTA5 60629,B27001_054,180,96,Female,65 to 74 years,No
60633,ZCTA5 60633,B27001_054,0,17,Female,65 to 74 years,No
60638,ZCTA5 60638,B27001_054,54,55,Female,65 to 74 years,No
60640,ZCTA5 60640,B27001_054,30,37,Female,65 to 74 years,No
60649,ZCTA5 60649,B27001_054,11,17,Female,65 to 74 years,No
60655,ZCTA5 60655,B27001_054,32,36,Female,65 to 74 years,No
60661,ZCTA5 60661,B27001_054,0,15,Female,65 to 74 years,No
60610,ZCTA5 60610,B27001_054,0,23,Female,65 to 74 years,No
60622,ZCTA5 60622,B27001_054,34,35,Female,65 to 74 years,No
60660,ZCTA5 60660,B27001_054,34,30,Female,65 to 74 years,No
60602,ZCTA5 60602,B27001_054,0,11,Female,65 to 74 years,No
60657,ZCTA5 60657,B27001_054,17,28,Female,65 to 74 years,No
60654,ZCTA5 60654,B27001_054,0,17,Female,65 to 74 years,No
60659,ZCTA5 60659,B27001_054,0,23,Female,65 to 74 years,No
60603,ZCTA5 60603,B27001_054,0,11,Female,65 to 74 years,No
60642,ZCTA5 60642,B27001_054,0,20,Female,65 to 74 years,No
60656,ZCTA5 60656,B27001_054,0,20,Female,65 to 74 years,No
60611,ZCTA5 60611,B27001_054,0,23,Female,65 to 74 years,No
60616,ZCTA5 60616,B27001_054,145,98,Female,65 to 74 years,No
60651,ZCTA5 60651,B27001_054,11,16,Female,65 to 74 years,No
60604,ZCTA5 60604,B27001_054,0,11,Female,65 to 74 years,No
60612,ZCTA5 60612,B27001_054,9,14,Female,65 to 74 years,No
60613,ZCTA5 60613,B27001_054,0,26,Female,65 to 74 years,No
60617,ZCTA5 60617,B27001_054,31,29,Female,65 to 74 years,No
60618,ZCTA5 60618,B27001_054,186,127,Female,65 to 74 years,No
60624,ZCTA5 60624,B27001_054,52,84,Female,65 to 74 years,No
60626,ZCTA5 60626,B27001_054,24,31,Female,65 to 74 years,No
60630,ZCTA5 60630,B27001_054,36,47,Female,65 to 74 years,No
60632,ZCTA5 60632,B27001_054,93,57,Female,65 to 74 years,No
60645,ZCTA5 60645,B27001_054,53,55,Female,65 to 74 years,No
60653,ZCTA5 60653,B27001_054,9,13,Female,65 to 74 years,No
60628,ZCTA5 60628,B27001_056,3040,243,Female,75 years and over,Yes
60641,ZCTA5 60641,B27001_056,1934,256,Female,75 years and over,Yes
60607,ZCTA5 60607,B27001_056,333,123,Female,75 years and over,Yes
60609,ZCTA5 60609,B27001_056,1217,193,Female,75 years and over,Yes
60625,ZCTA5 60625,B27001_056,1903,264,Female,75 years and over,Yes
60646,ZCTA5 60646,B27001_056,1795,255,Female,75 years and over,Yes
60652,ZCTA5 60652,B27001_056,1013,145,Female,75 years and over,Yes
60614,ZCTA5 60614,B27001_056,1097,225,Female,75 years and over,Yes
60615,ZCTA5 60615,B27001_056,1548,261,Female,75 years and over,Yes
60619,ZCTA5 60619,B27001_056,3200,332,Female,75 years and over,Yes
60621,ZCTA5 60621,B27001_056,1107,186,Female,75 years and over,Yes
60636,ZCTA5 60636,B27001_056,1711,189,Female,75 years and over,Yes
60639,ZCTA5 60639,B27001_056,1615,263,Female,75 years and over,Yes
60643,ZCTA5 60643,B27001_056,2842,286,Female,75 years and over,Yes
60647,ZCTA5 60647,B27001_056,1226,194,Female,75 years and over,Yes
60631,ZCTA5 60631,B27001_056,1714,251,Female,75 years and over,Yes
60601,ZCTA5 60601,B27001_056,703,274,Female,75 years and over,Yes
60608,ZCTA5 60608,B27001_056,1671,241,Female,75 years and over,Yes
60620,ZCTA5 60620,B27001_056,4074,318,Female,75 years and over,Yes
60634,ZCTA5 60634,B27001_056,2705,282,Female,75 years and over,Yes
60637,ZCTA5 60637,B27001_056,1329,227,Female,75 years and over,Yes
60644,ZCTA5 60644,B27001_056,1447,238,Female,75 years and over,Yes
60605,ZCTA5 60605,B27001_056,350,187,Female,75 years and over,Yes
60606,ZCTA5 60606,B27001_056,0,11,Female,75 years and over,Yes
60623,ZCTA5 60623,B27001_056,1742,232,Female,75 years and over,Yes
60629,ZCTA5 60629,B27001_056,2085,250,Female,75 years and over,Yes
60633,ZCTA5 60633,B27001_056,480,110,Female,75 years and over,Yes
60638,ZCTA5 60638,B27001_056,2144,249,Female,75 years and over,Yes
60640,ZCTA5 60640,B27001_056,2367,317,Female,75 years and over,Yes
60649,ZCTA5 60649,B27001_056,1684,262,Female,75 years and over,Yes
60655,ZCTA5 60655,B27001_056,884,219,Female,75 years and over,Yes
60661,ZCTA5 60661,B27001_056,11,19,Female,75 years and over,Yes
60610,ZCTA5 60610,B27001_056,1064,287,Female,75 years and over,Yes
60622,ZCTA5 60622,B27001_056,634,178,Female,75 years and over,Yes
60660,ZCTA5 60660,B27001_056,1336,255,Female,75 years and over,Yes
60602,ZCTA5 60602,B27001_056,0,11,Female,75 years and over,Yes
60657,ZCTA5 60657,B27001_056,1185,234,Female,75 years and over,Yes
60654,ZCTA5 60654,B27001_056,160,91,Female,75 years and over,Yes
60659,ZCTA5 60659,B27001_056,897,189,Female,75 years and over,Yes
60603,ZCTA5 60603,B27001_056,5,7,Female,75 years and over,Yes
60642,ZCTA5 60642,B27001_056,328,123,Female,75 years and over,Yes
60656,ZCTA5 60656,B27001_056,1452,231,Female,75 years and over,Yes
60611,ZCTA5 60611,B27001_056,1604,277,Female,75 years and over,Yes
60616,ZCTA5 60616,B27001_056,2237,301,Female,75 years and over,Yes
60651,ZCTA5 60651,B27001_056,1629,259,Female,75 years and over,Yes
60604,ZCTA5 60604,B27001_056,4,6,Female,75 years and over,Yes
60612,ZCTA5 60612,B27001_056,772,157,Female,75 years and over,Yes
60613,ZCTA5 60613,B27001_056,1187,287,Female,75 years and over,Yes
60617,ZCTA5 60617,B27001_056,3935,334,Female,75 years and over,Yes
60618,ZCTA5 60618,B27001_056,1973,341,Female,75 years and over,Yes
60624,ZCTA5 60624,B27001_056,1320,181,Female,75 years and over,Yes
60626,ZCTA5 60626,B27001_056,1055,238,Female,75 years and over,Yes
60630,ZCTA5 60630,B27001_056,2416,305,Female,75 years and over,Yes
60632,ZCTA5 60632,B27001_056,1694,228,Female,75 years and over,Yes
60645,ZCTA5 60645,B27001_056,1612,269,Female,75 years and over,Yes
60653,ZCTA5 60653,B27001_056,1117,173,Female,75 years and over,Yes
60628,ZCTA5 60628,B27001_057,12,17,Female,75 years and over,No
60641,ZCTA5 60641,B27001_057,71,56,Female,75 years and over,No
60607,ZCTA5 60607,B27001_057,0,20,Female,75 years and over,No
60609,ZCTA5 60609,B27001_057,0,26,Female,75 years and over,No
60625,ZCTA5 60625,B27001_057,36,36,Female,75 years and over,No
60646,ZCTA5 60646,B27001_057,0,20,Female,75 years and over,No
60652,ZCTA5 60652,B27001_057,35,55,Female,75 years and over,No
60614,ZCTA5 60614,B27001_057,19,19,Female,75 years and over,No
60615,ZCTA5 60615,B27001_057,0,23,Female,75 years and over,No
60619,ZCTA5 60619,B27001_057,0,26,Female,75 years and over,No
60621,ZCTA5 60621,B27001_057,0,20,Female,75 years and over,No
60636,ZCTA5 60636,B27001_057,0,23,Female,75 years and over,No
60639,ZCTA5 60639,B27001_057,68,71,Female,75 years and over,No
60643,ZCTA5 60643,B27001_057,0,23,Female,75 years and over,No
60647,ZCTA5 60647,B27001_057,0,26,Female,75 years and over,No
60631,ZCTA5 60631,B27001_057,0,20,Female,75 years and over,No
60601,ZCTA5 60601,B27001_057,0,17,Female,75 years and over,No
60608,ZCTA5 60608,B27001_057,0,26,Female,75 years and over,No
60620,ZCTA5 60620,B27001_057,21,23,Female,75 years and over,No
60634,ZCTA5 60634,B27001_057,124,105,Female,75 years and over,No
60637,ZCTA5 60637,B27001_057,33,39,Female,75 years and over,No
60644,ZCTA5 60644,B27001_057,9,17,Female,75 years and over,No
60605,ZCTA5 60605,B27001_057,0,20,Female,75 years and over,No
60606,ZCTA5 60606,B27001_057,0,11,Female,75 years and over,No
60623,ZCTA5 60623,B27001_057,91,76,Female,75 years and over,No
60629,ZCTA5 60629,B27001_057,105,69,Female,75 years and over,No
60633,ZCTA5 60633,B27001_057,0,17,Female,75 years and over,No
60638,ZCTA5 60638,B27001_057,26,32,Female,75 years and over,No
60640,ZCTA5 60640,B27001_057,0,26,Female,75 years and over,No
60649,ZCTA5 60649,B27001_057,0,23,Female,75 years and over,No
60655,ZCTA5 60655,B27001_057,7,10,Female,75 years and over,No
60661,ZCTA5 60661,B27001_057,0,15,Female,75 years and over,No
60610,ZCTA5 60610,B27001_057,0,23,Female,75 years and over,No
60622,ZCTA5 60622,B27001_057,0,26,Female,75 years and over,No
60660,ZCTA5 60660,B27001_057,54,46,Female,75 years and over,No
60602,ZCTA5 60602,B27001_057,0,11,Female,75 years and over,No
60657,ZCTA5 60657,B27001_057,0,26,Female,75 years and over,No
60654,ZCTA5 60654,B27001_057,0,17,Female,75 years and over,No
60659,ZCTA5 60659,B27001_057,0,23,Female,75 years and over,No
60603,ZCTA5 60603,B27001_057,0,11,Female,75 years and over,No
60642,ZCTA5 60642,B27001_057,0,20,Female,75 years and over,No
60656,ZCTA5 60656,B27001_057,0,20,Female,75 years and over,No
60611,ZCTA5 60611,B27001_057,0,23,Female,75 years and over,No
60616,ZCTA5 60616,B27001_057,11,16,Female,75 years and over,No
60651,ZCTA5 60651,B27001_057,0,26,Female,75 years and over,No
60604,ZCTA5 60604,B27001_057,0,11,Female,75 years and over,No
60612,ZCTA5 60612,B27001_057,0,23,Female,75 years and over,No
60613,ZCTA5 60613,B27001_057,0,26,Female,75 years and over,No
60617,ZCTA5 60617,B27001_057,63,68,Female,75 years and over,No
60618,ZCTA5 60618,B27001_057,62,98,Female,75 years and over,No
60624,ZCTA5 60624,B27001_057,32,32,Female,75 years and over,No
60626,ZCTA5 60626,B27001_057,16,26,Female,75 years and over,No
60630,ZCTA5 60630,B27001_057,62,56,Female,75 years and over,No
60632,ZCTA5 60632,B27001_057,8,12,Female,75 years and over,No
60645,ZCTA5 60645,B27001_057,26,30,Female,75 years and over,No
60653,ZCTA5 60653,B27001_057,4,7,Female,75 years and over,No
